Episode,Date,Guests (Himself/Herself - Role)
19850523,1985-05-23,George Younger (Himself);Ian Wrigglesworth (Himself);Sheila McKechnie (Herself);Gerald Kaufman (Himself);Donald MacCormick (Himself - Host)
19850530,1985-05-30,Donald MacCormick (Himself - Host);Margaret Beckett (Herself);Alex Carlile (Himself);Laurence Martin (Himself);George Walden (Himself)
19850606,1985-06-06,Shirley Williams (Herself);Christine Ockrent (Herself);Norman Fowler (Himself);David Blunkett (Himself);Robin Day (Himself - Host)
19851024,1985-10-24,Robin Day (Himself - Host);Ann Burdus (Herself);Roy Evans (Himself);Roy Hattersley (Himself);Douglas Hurd (Himself)
19851031,1985-10-31,Ruth Wishart (Herself);David Penhaligon (Himself);Chris Patten (Himself);Frances Morrell (Herself);Robin Day (Himself - Host)
19851107,1985-11-07,Robin Day (Himself - Host);Kenneth Baker (Himself);Michael Meacher (Himself);Nick Raynsford (Himself);Shirley Williams (Herself)
19851114,1985-11-14,Polly Toynbee (Herself);Gavin Laird (Himself);Derek Hatton (Himself);Alan Clark (Himself);Robin Day (Himself - Host)
19851121,1985-11-21,Malcolm Rifkind (Himself);Robert McCartney (Himself);Robin Cook (Himself);Paddy Ashdown (Himself);Robin Day (Himself - Host)
19851128,1985-11-28,Robin Day (Himself - Host);Kenneth Clarke (Himself);Dafydd Elis-Thomas (Himself);Jean Millar (Herself);Giles Radice (Himself)
19851205,1985-12-05,Sue Stapely (Herself);Clare Short (Herself);John Redwood (Himself);James Prior (Himself);Robin Day (Himself - Host)
19851212,1985-12-12,Robin Day (Himself - Host);David Astor (Himself);Angela Rumbold (Herself);Auberon Waugh (Himself);Valerie Wise (Herself)
19860109,1986-01-09,Norman Tebbit (Himself);David Owen (Himself);Antonia Fraser (Herself);David Blunkett (Himself);Robin Day (Himself - Host)
19860116,1986-01-16,Robin Day (Himself - Host);Harriet Harman (Herself);Norman Lamont (Himself);Donald Trelford (Himself);Des Wilson (Himself)
19860123,1986-01-23,Anne Sofer (Herself);Nicholas Ridley (Himself);Jonathon Porritt (Himself);Gerald Kaufman (Himself);Robin Day (Himself - Host)
19860130,1986-01-30,John Smith (Himself);Ann Leslie (Herself);Tom King (Himself);David Alton (Himself);Robin Day (Himself - Host)
19860206,1986-02-06,Robin Day (Himself - Host);Edwina Currie (Herself);Andrew Neil (Himself);William Rodgers (Himself);Tom Sawyer (Himself)
19860213,1986-02-13,Norman St. John Stevas (Himself);Richard Holme (Himself);Gwyneth Dunwoody (Herself);Digby Anderson (Himself);Robin Day (Himself - Host)
19860220,1986-02-20,Robin Day (Himself - Host);Leon Brittan (Himself);Walter Hayes (Himself);John Prescott (Himself);Sue Slipman (Herself)
19860227,1986-02-27,Roy Jenkins (Himself);Michael Heseltine (Himself);Joe Haines (Himself);Tony Benn (Himself);Robin Day (Himself - Host)
19860306,1986-03-06,Robin Day (Himself - Host);Jack Cunningham (Himself);Brenda Dean (Herself);John Harvey-Jones (Himself);Geoffrey Howe (Himself)
19860313,1986-03-13,George Robertson (Himself);Jane Reed (Herself);Tom McNally (Himself);Peter Bottomley (Himself);Robin Day (Himself - Host)
19860320,1986-03-20,Nancy Seear (Herself);John MacGregor (Himself);Denis Healey (Himself);Rosalind Gilmore (Herself);Robin Day (Himself - Host)
19860327,1986-03-27,Robin Day (Himself - Host);John Banham (Himself);John Butcher (Himself);Laura Grimond (Herself);Ken Livingstone (Himself)
19860410,1986-04-10,Peter Riddell (Himself);Simon Hughes (Himself);Rhodes Boyson (Himself);Margaret Beckett (Herself);Robin Day (Himself - Host)
19860417,1986-04-17,Robin Day (Himself - Host);Donald Dewar (Himself);Norman Fowler (Himself);Nicholas Henderson (Himself);William Wallace (Himself)
19860424,1986-04-24,John Moore (Himself);Ann Leslie (Herself);John Edmonds (Himself);Alex Carlile (Himself);Robin Day (Himself - Host)
19860501,1986-05-01,Robin Day (Himself - Host);Margaret Ewing (Herself);Archy Kirkwood (Himself);Oonagh MacDonald (Herself);Geoffrey Pattie (Himself)
19860508,1986-05-08,David Young (Himself);Ian Wrigglesworth (Himself);Suzanne Reeve (Herself);Bill Morris (Himself);Robin Day (Himself - Host)
19860515,1986-05-15,David Steel (Himself);Jo Foley (Herself);Denzil Davies (Himself);Paul Channon (Himself);Robin Day (Himself - Host)
19860522,1986-05-22,Robin Day (Himself - Host);Teresa Gorman (Herself);Michael Meadowcroft (Himself);Margaret Prosser (Herself);Nicholas Scott (Himself)
19860529,1986-05-29,Becky Tinsley (Herself);Edward Heath (Himself);Bryan Gould (Himself);James Cleminson (Himself);Robin Day (Himself - Host)
19860605,1986-06-05,Peter Walker (Himself);Peter Jenkins (Himself);Michael Foot (Himself);Margaret Clay (Herself);Robin Day (Himself - Host)
19860612,1986-06-12,Robin Day (Himself - Host);Diane Abbott (Herself);Jeffrey Archer (Himself);Bill Jordan (Himself);Alan Watson (Himself)
19860619,1986-06-19,John Smith (Himself);David Owen (Himself);Germaine Greer (Herself);Kenneth Baker (Himself);Robin Day (Himself - Host)
19860925,1986-09-25,Robin Day (Himself - Host);Gerald Kaufman (Himself);David Steel (Himself);Ian Wrigglesworth (Himself);George Younger (Himself)
19861002,1986-10-02,Robin Day (Himself - Host);David Blunkett (Himself);Roy Hattersley (Himself);Norman Tebbit (Himself);Shirley Williams (Herself)
19861009,1986-10-09,James Prior (Himself);Nigel Lawson (Himself);Denis Healey (Himself);Paddy Ashdown (Himself);Robin Day (Himself - Host)
19861016,1986-10-16,Robin Day (Himself - Host);Cecil Parkinson (Himself);William Rodgers (Himself);Joan Ruddock (Herself);Mary Ann Sieghart (Herself)
19861023,1986-10-23,Elizabeth Shields (Herself);John Prescott (Himself);Shirley Goodwin (Herself);Edwina Currie (Herself);Robin Day (Himself - Host)
19861030,1986-10-30,Robin Day (Himself - Host);Paul Channon (Himself);Oonagh MacDonald (Herself);Andrew Neil (Himself);Alan Watson (Himself)
19861106,1986-11-06,Polly Toynbee (Herself);John Redwood (Himself);Jeremy Bullmore (Himself);Paul Boateng (Himself);Robin Day (Himself - Host)
19861113,1986-11-13,Roy Jenkins (Himself);Douglas Hurd (Himself);Antonia Fraser (Herself);Donald Dewar (Himself);Robin Day (Himself - Host)
19861120,1986-11-20,Robin Day (Himself - Host);Ann Burdus (Herself);Alan Clark (Himself);Janice Lennon (Herself);Dennis Skinner (Himself)
19861127,1986-11-27,Becky Tinsley (Herself);Clare Short (Herself);John Moore (Himself);Walter Hayes (Himself);Robin Day (Himself - Host)
19861204,1986-12-04,Robin Day (Himself - Host);Bryan Gould (Himself);Geoffrey Howe (Himself);Peter Sutherland (Himself);Susan Thomas (Herself)
19861211,1986-12-11,Katharine Whitehorn (Herself);John Patten (Himself);Ken Livingstone (Himself);Charles Kennedy (Himself);Robin Day (Himself - Host)
19870115,1987-01-15,Sue Lawley (Herself - Host);Kenneth Baker (Himself);Ian Hislop (Himself);Frances Morrell (Herself);Shirley Williams (Herself)
19870122,1987-01-22,William Waldegrave (Himself);Dennis Potter (Himself);Roy Hattersley (Himself);Laura Grimond (Herself);Sue Lawley (Herself - Host)
19870129,1987-01-29,David Young (Himself);Dick Taverne (Himself);Ann Leslie (Herself);John Edmonds (Himself);Robin Day (Himself - Host)
19870205,1987-02-05,Robin Day (Himself - Host);Robin Cook (Himself);Sarah Hogg (Herself);Michael Howard (Himself);Anthony Sampson (Himself)
19870212,1987-02-12,Charles Moore (Himself);Diana Jeuda (Herself);Simon Hughes (Himself);Michael Heseltine (Himself);Robin Day (Himself - Host)
19870219,1987-02-19,Robin Day (Himself - Host);Michael Meacher (Himself);Detta O'Cathain (Herself);Chris Patten (Himself);William Wallace (Himself)
19870226,1987-02-26,Anne Sofer (Herself);Angela Rumbold (Herself);Bernie Grant (Himself);Alistair Graham (Himself);Robin Day (Himself - Host)
19870305,1987-03-05,Robin Day (Himself - Host);Alex Carlile (Himself);Ann Clwyd (Herself);Norman Fowler (Himself);Max Hastings (Himself)
19870312,1987-03-12,Bill Mackenzie (Himself);Isobel Lindsay (Herself);Rhodes Boyson (Himself);David Alton (Himself);Robin Day (Himself - Host)
19870319,1987-03-19,John Smith (Himself);Nancy Seear (Herself);John MacGregor (Himself);John Harvey-Jones (Himself);Robin Day (Himself - Host)
19870326,1987-03-26,Robin Day (Himself - Host);Denzil Davies (Himself);Howard Davies (Himself);Malcolm Rifkind (Himself);Chris Willmore (Himself)
19870402,1987-04-02,George Walden (Himself);Christina Lyon (Herself);Tony Benn (Himself);Alan Beith (Himself);Robin Day (Himself - Host)
19870409,1987-04-09,Robin Day (Himself - Host);David Clark (Himself);Kenneth Clarke (Himself);Rod Hackney (Himself);Sue Stapely (Herself)
19870430,1987-04-30,George Robertson (Himself);Norman Lamont (Himself);Nicholas Horsley (Himself);Rosie Barnes (Herself);Robin Day (Himself - Host)
19870507,1987-05-07,Robin Day (Himself - Host);Harriet Harman (Herself);Peter Riddell (Himself);Peter Walker (Himself);Des Wilson (Himself)
19870514,1987-05-14,Sue Slipman (Herself);Nicholas Ridley (Himself);Usha Prashar (Herself);David Blunkett (Himself);Robin Day (Himself - Host)
19870521,1987-05-21,Shirley Williams (Herself);Bryan Gould (Himself);Kenneth Baker (Himself);Robin Day (Himself - Host)
19870528,1987-05-28,Robin Day (Himself - Host);Alan Beith (Himself);Kenneth Clarke (Himself);Denis Healey (Himself);Alex Salmond (Himself)
19870604,1987-06-04,Robin Day (Himself - Host);Nigel Lawson (Himself);Roy Jenkins (Himself);Roy Hattersley (Himself);
19870618,1987-06-18,Robin Day (Himself - Host);Diane Abbott (Herself);Michael Heseltine (Himself);Andrew Neil (Himself);Cyril Smith (Himself)
19870917,1987-09-17,Des Wilson (Himself);Shirley Williams (Herself);Norman Fowler (Himself);Robin Cook (Himself);Robin Day (Himself - Host)
19870924,1987-09-24,Robin Day (Himself - Host);Linda Bellos (Herself);John Harvey-Jones (Himself);John Lloyd (Himself);Charles Moore (Himself)
19871001,1987-10-01,David Young (Himself);John Smith (Himself);Ken Livingstone (Himself);Charles Kennedy (Himself);Robin Day (Himself - Host)
19871008,1987-10-08,David Steel (Himself);John Prescott (Himself);Cecil Parkinson (Himself);John Biffen (Himself);Robin Day (Himself - Host)
19871015,1987-10-15,Robin Day (Himself - Host);Menzies Campbell (Himself);Harriet Harman (Herself);Sarah Harrison (Herself);David Mellor (Himself)
19871022,1987-10-22,John Wakeham (Himself);Polly Toynbee (Herself);Donald Dewar (Himself);John Banham (Himself);Robin Day (Himself - Host)
19871029,1987-10-29,Robin Day (Himself - Host);Edwina Currie (Herself);Mary Kenny (Herself);Clare Short (Herself);Matthew Taylor (Himself)
19871105,1987-11-05,William Waldegrave (Himself);Jack Straw (Himself);David Sainsbury (Himself);Ann Burdus (Herself);Robin Day (Himself - Host)
19871112,1987-11-12,Robin Day (Himself - Host);Barbara Amiel (Herself);Alan Beith (Himself);Tony Benn (Himself);Douglas Hurd (Himself)
19871119,1987-11-19,Joan Ruddock (Herself);Chris Patten (Himself);Kenneth Miller (Himself);Neil McIntosh (Himself);Robin Day (Himself - Host)
19871126,1987-11-26,Ruth Wishart (Herself);Nicholas Ridley (Himself);Frank Dobson (Himself);Maggie Clay (Herself);Robin Day (Himself - Host)
19871203,1987-12-03,Robin Day (Himself - Host);Rosie Barnes (Herself);Tessa Blackstone (Herself);Oliver Letwin (Himself);Nick Scott (Himself)
19871210,1987-12-10,Norman Tebbit (Himself);William Rodgers (Himself);Christine Ockrent (Herself);Gerald Kaufman (Himself);Robin Day (Himself - Host)
19880107,1988-01-07,Robin Day (Himself - Host);David Blunkett (Himself);Brenda Maddox (Herself);Malcolm Rifkind (Himself);Ian Wrigglesworth (Himself)
19880114,1988-01-14,Nancy Seear (Herself);Angela Rumbold (Herself);Joan Lester (Herself);Harriet Crawley (Herself);Robin Day (Himself - Host)
19880121,1988-01-21,Robin Day (Himself - Host);John Edmonds (Himself);Teresa Gorman (Herself);Ann Leslie (Herself);Cyril Smith (Himself)
19880128,1988-01-28,Robert Maclennan (Himself);Janice Lennon (Herself);Roy Hattersley (Himself);Kenneth Clarke (Himself);Robin Day (Himself - Host)
19880204,1988-02-04,Derek Worlock (Himself);Norman Fowler (Himself);Ann Clwyd (Herself);Robin Day (Himself - Host)
19880211,1988-02-11,Robin Day (Himself - Host);Gordon Brown (Himself);Chantal Cuer (Herself);John Moore (Himself);Andrew Neil (Himself)
19880218,1988-02-18,Peter Riddell (Himself);Michael Howard (Himself);Margaret Hodge (Herself);Howard Davies (Himself);Robin Day (Himself - Host)
19880225,1988-02-25,Robin Day (Himself - Host);Shirley Goodwin (Herself);Russell Johnston (Himself);Michael Meacher (Himself);Michael Portillo (Himself)
19880303,1988-03-03,Dennis Skinner (Himself);David Owen (Himself);Michael Heseltine (Himself);Susan Crosland (Herself);Robin Day (Himself - Host)
19880310,1988-03-10,Robin Day (Himself - Host);Harold McCusker (Himself);Nuala O'Faolain (Herself);Merlyn Rees (Himself);George Younger (Himself)
19880317,1988-03-17,John Major (Himself);Bryan Gould (Himself);Janet Cohen (Herself);Malcolm Bruce (Himself);Robin Day (Himself - Host)
19880324,1988-03-24,Marion Roe (Herself);Usha Prashar (Herself);Max Hastings (Himself);Frank Field (Himself);Robin Day (Himself - Host)
19880414,1988-04-14,Robin Day (Himself - Host);Paddy Ashdown (Himself);Kenneth Baker (Himself);Ann Taylor (Herself);Mary Warnock (Herself)
19880421,1988-04-21,John Prescott (Himself);Detta O'Cathain (Herself);John MacGregor (Himself);Peter Luff (Himself);Robin Day (Himself - Host)
19880428,1988-04-28,Robin Day (Himself - Host);Lynda Chalker (Herself);Antonia Fraser (Herself);Tom Sawyer (Himself);Brian Wolfson (Himself)
19880505,1988-05-05,Shirley Williams (Herself);George Robertson (Himself);Sara Parkin (Herself);Tom King (Himself);Robin Day (Himself - Host)
19880512,1988-05-12,Robin Day (Himself - Host);David Alton (Himself);Norman Lamont (Himself);Austin Mitchell (Himself);Pauline Perry (Herself)
19880519,1988-05-19,John Patten (Himself);Sheila McKechnie (Herself);Walter Hayes (Himself);Bernard Donoughue (Himself);Robin Day (Himself - Host)
19880526,1988-05-26,David Mellor (Himself);Charles Kennedy (Himself);Sarah Hogg (Herself);Eric Heffer (Himself);Robin Day (Himself - Host)
19880602,1988-06-02,Robin Day (Himself - Host);Stuart Holland (Himself);Charles Moore (Himself);Susan Thomas (Herself);George Walden (Himself)
19880609,1988-06-09,Nicholas Ridley (Himself);Suzanne Reeve (Herself);Roy Jenkins (Himself);Patricia Hollis (Herself);Robin Day (Himself - Host)
19880616,1988-06-16,Robin Day (Himself - Host);Michael Heseltine (Himself);Andrew Neil (Himself);Nancy Seear (Herself);John Smith (Himself)
19880922,1988-09-22,David Owen (Himself);Kenneth Clarke (Himself);Tessa Blackstone (Herself);Alan Beith (Himself);Robin Day (Himself - Host)
19880929,1988-09-29,Robin Day (Himself - Host);Paddy Ashdown (Himself);Rosie Barnes (Herself);Norman Fowler (Himself);Martin O'Neill (Himself)
19881006,1988-10-06,Nancy Seear (Herself);Nicholas Ridley (Himself);Roy Hattersley (Himself);Tony Benn (Himself);Robin Day (Himself - Host)
19881013,1988-10-13,Nigel Lawson (Himself);Charles Kennedy (Himself);Edward Heath (Himself);Robin Cook (Himself);Robin Day (Himself - Host)
19881020,1988-10-20,Robin Day (Himself - Host);Peter Jenkins (Himself);Mo Mowlam (Herself);Angela Rumbold (Herself);Cyril Smith (Himself)
19881027,1988-10-27,Michael Portillo (Himself);Jonathon Porritt (Himself);Ann Leslie (Herself);Tony Blair (Himself);Robin Day (Himself - Host)
19881103,1988-11-03,Robin Day (Himself - Host);John Banham (Himself);Joanna Foster (Herself);Harriet Harman (Herself);Malcolm Rifkind (Himself)
19881110,1988-11-10,David Mellor (Himself);Gerald Kaufman (Himself);Simon Jenkins (Himself);Janet Daley (Herself);Robin Day (Himself - Host)
19881117,1988-11-17,Robin Day (Himself - Host);Nigel Lawson (Himself);David Marquand (Himself);David Montgomery (Himself);Clare Short (Herself)
19881124,1988-11-24,Cecil Parkinson (Himself);Alex Carlile (Himself);Gordon Brown (Himself);Barbara Amiel (Herself);Robin Day (Himself - Host)
19881201,1988-12-01,Jack Straw (Himself);Antonia Fraser (Herself);Eric Forth (Himself);Ann Burdus (Herself);Robin Day (Himself - Host)
19881208,1988-12-08,Robin Day (Himself - Host);Lynda Chalker (Herself);Donald Dewar (Himself);Charles Moore (Himself);Marie Staunton (Herself)
19881215,1988-12-15,Enoch Powell (Himself);Michael Heseltine (Himself);Bryan Gould (Himself);Chantal Cuer (Herself);Robin Day (Himself - Host)
19890112,1989-01-12,Norman Tebbit (Himself);Chris Smith (Himself);Maeve Sherlock (Herself);Russell Johnston (Himself);Robin Day (Himself - Host)
19890119,1989-01-19,Robin Day (Himself - Host);John Biffen (Himself);Pauline Perry (Herself);John Prescott (Himself);David Willetts (Himself)
19890126,1989-01-26,Ann Taylor (Herself);David Steel (Himself);Richard Ryder (Himself);Simon Hornby (Himself);Robin Day (Himself - Host)
19890202,1989-02-02,Michael Spicer (Himself);Sue Slipman (Herself);Frank Dobson (Himself);Hartley Booth (Himself);Robin Day (Himself - Host)
19890209,1989-02-09,Robin Day (Himself - Host);Ian Aitken (Himself);Menzies Campbell (Himself);Jane Ewart-Biggs (Herself);Douglas Hurd (Himself)
19890216,1989-02-16,Mary Ann Sieghart (Herself);Arthur Scargill (Himself);Ben Pimlott (Himself);Teresa Gorman (Herself);Robin Day (Himself - Host)
19890223,1989-02-23,Robin Day (Himself - Host);David Blunkett (Himself);Paul Channon (Himself);Jim Sillars (Himself);Judy Steel (Herself)
19890302,1989-03-02,Robin Day (Himself - Host);Elizabeth Filkin (Herself);Quintin Hogg (Himself);Roy Hattersley (Himself);Tim Melville-Ross (Himself)
19890309,1989-03-09,Robin Day (Himself - Host);Stuart Holland (Himself);Helen Liddell (Herself);William Rees-Mogg (Himself);William Waldegrave (Himself)
19890316,1989-03-16,John Major (Himself);Roy Jenkins (Himself);Sarah Hogg (Herself);Robin Cook (Himself);Robin Day (Himself - Host)
19890406,1989-04-06,Robin Day (Himself - Host);Edwina Currie (Herself);Nicholas Henderson (Himself);Brian Sedgemore (Himself);Ruth Wishart (Herself)
19890413,1989-04-13,Phil Williams (Himself);Alan Watkins (Himself);Michael Howard (Himself);Harriet Harman (Herself);Robin Day (Himself - Host)
19890420,1989-04-20,Robin Day (Himself - Host);John Patten (Himself);Susan Thomas (Herself);Keith Vaz (Himself);Brian Wolfson (Himself)
19890427,1989-04-27,Sara Parkin (Herself);John MacGregor (Himself);Max Hastings (Himself);Jack Dromey (Himself);Robin Day (Himself - Host)
